56000 	0.03	0.03	 0 	 -8 	 -8
0.01	0	12
0.00999982	5.99996e-05	12
0.00999928	0.000119997	12
0.00999838	0.00017999	12
0.00999712	0.000239977	12
0.0099955	0.000299955	12
0.00999352	0.000359922	12
0.00999118	0.000419877	12
0.00998848	0.000479816	12
0.00998542	0.000539738	12
0.00998201	0.00059964	12
0.00997823	0.000659521	12
0.00997409	0.000719378	12
0.0099696	0.000779209	12
0.00996474	0.000839013	12
0.00995953	0.000898785	12
0.00995396	0.000958526	12
0.00994803	0.00101823	12
0.00994174	0.0010779	12
0.00993509	0.00113753	12
0.00992809	0.00119712	12
0.00992072	0.00125667	12
0.00991301	0.00131617	12
0.00990493	0.00137562	12
0.0098965	0.00143503	12
0.00988771	0.00149438	12
0.00987857	0.00155368	12
0.00986907	0.00161292	12
0.00985921	0.00167211	12
0.009849	0.00173123	12
0.00983844	0.0017903	12
0.00982752	0.00184929	12
0.00981625	0.00190823	12
0.00980462	0.00196709	12
0.00979264	0.00202588	12
0.00978031	0.0020846	12
0.00976763	0.00214324	12
0.00975459	0.00220181	12
0.0097412	0.0022603	12
0.00972747	0.0023187	12
0.00971338	0.00237703	12
0.00969894	0.00243526	12
0.00968416	0.00249341	12
0.00966902	0.00255147	12
0.00965354	0.00260944	12
0.00963771	0.00266731	12
0.00962153	0.00272509	12
0.00960501	0.00278277	12
0.00958814	0.00284035	12
0.00957092	0.00289783	12
0.00955336	0.0029552	12
0.00953546	0.00301247	12
0.00951722	0.00306963	12
0.00949863	0.00312667	12
0.0094797	0.00318361	12
0.00946042	0.00324043	12
0.00944081	0.00329713	12
0.00942086	0.00335372	12
0.00940057	0.00341018	12
0.00937994	0.00346653	12
0.00935897	0.00352274	12
0.00933766	0.00357883	12
0.00931602	0.00363479	12
0.00929405	0.00369062	12
0.00927174	0.00374632	12
0.00924909	0.00380188	12
0.00922611	0.00385731	12
0.0092028	0.0039126	12
0.00917916	0.00396774	12
0.00915519	0.00402275	12
0.00913089	0.0040776	12
0.00910626	0.00413232	12
0.0090813	0.00418688	12
0.00905602	0.00424129	12
0.00903041	0.00429555	12
0.00900447	0.00434966	12
0.00897821	0.0044036	12
0.00895163	0.00445739	12
0.00892472	0.00451102	12
0.0088975	0.00456449	12
0.00886995	0.00461779	12
0.00884208	0.00467093	12
0.0088139	0.0047239	12
0.0087854	0.00477669	12
0.00875658	0.00482932	12
0.00872745	0.00488177	12
0.008698	0.00493405	12
0.00866824	0.00498615	12
0.00863816	0.00503807	12
0.00860778	0.00508981	12
0.00857709	0.00514136	12
0.00854608	0.00519273	12
0.00851477	0.00524391	12
0.00848316	0.00529491	12
0.00845124	0.00534571	12
0.00841901	0.00539632	12
0.00838648	0.00544674	12
0.00835365	0.00549696	12
0.00832052	0.00554698	12
0.00828709	0.0055968	12
0.00825336	0.00564642	12
0.00821933	0.00569584	12
0.00818501	0.00574506	12
0.00815039	0.00579406	12
0.00811548	0.00584286	12
0.00808028	0.00589145	12
0.00804478	0.00593982	12
0.008009	0.00598798	12
0.00797293	0.00603593	12
0.00793657	0.00608366	12
0.00789992	0.00613117	12
0.00786299	0.00617846	12
0.00782578	0.00622552	12
0.00778829	0.00627237	12
0.00775051	0.00631898	12
0.00771246	0.00636537	12
0.00767413	0.00641153	12
0.00763552	0.00645746	12
0.00759664	0.00650316	12
0.00755748	0.00654862	12
0.00751806	0.00659385	12
0.00747836	0.00663884	12
0.00743839	0.00668359	12
0.00739816	0.0067281	12
0.00735766	0.00677236	12
0.00731689	0.00681639	12
0.00727586	0.00686017	12
0.00723457	0.0069037	12
0.00719302	0.00694698	12
0.0071512	0.00699001	12
0.00710914	0.00703279	12
0.00706681	0.00707532	12
0.00702423	0.0071176	12
0.0069814	0.00715961	12
0.00693832	0.00720137	12
0.00689498	0.00724287	12
0.0068514	0.00728411	12
0.00680758	0.00732509	12
0.0067635	0.0073658	12
0.00671919	0.00740625	12
0.00667463	0.00744643	12
0.00662983	0.00748634	12
0.00658479	0.00752599	12
0.00653952	0.00756536	12
0.00649401	0.00760446	12
0.00644827	0.00764329	12
0.00640229	0.00768184	12
0.00635608	0.00772012	12
0.00630965	0.00775811	12
0.00626299	0.00779583	12
0.0062161	0.00783327	12
0.00616899	0.00787042	12
0.00612166	0.0079073	12
